descricao;ean
ATRACURIO 25MG 2,5ML TRACUR CRISTALIA;7.89668E+12
CARVEDILOL  12,5MG GENERICO LEGRAND;7.89492E+12
HIDROXIDO DE ALUMINIO 62MG/ML 240ML MARIOL;7.89857E+12
AMINOFILINA 24MG/ML 10ML GENERICO TEUTO;7.89611E+12
FENITOINA  50MG/ML 5ML P 344 C1 GENERICO HIPOLABOR;7.89812E+12
FOSFATO DE SODIO MONOBASIO E BASICO 500ML (GLICERINA)ENEMA 12% JP FARMACEUTICA;7.89614E+12
SIMETICONA 75MG/ML;7.89815E+12
SAIS P/ REIDRATACAO, ORAL PO PARA SOLUCAO PRATI;7.89815E+12
SINVASTATINA 40MG SINVASTON SANVAL;7.89647E+12
CARVEDILOL  12,5MG BIOLAB SANUS;7.89492E+12
CLOR. DOBUTAMINA 12,5MG/ML BLAU;7.89611E+12
NITROGLICERINA 10ML CRISTALIA;7.89668E+12
NOREPINEFRINA 8MG/4ML - SOL INJ NOVAFARMA;7.89812E+12
HEPARINA  5ML SC E EV CRISTALIA;7.89668E+12
SULFAMETOXAZOL + TRIMETOPRIMA 40MG/ML + 8MG/ML  PRATI, DONADUZZI;7.89611E+12
BUTILBROMETO DE ESCOPOLAMINA 20MG/ML HIPOLABOR;7.89812E+12
SULFATO FERROSO 25MG/ML - SOL. ORAL HIPOLABOR;7.89847E+12
ALCOOL 70% 100ML ALMOTOLIA ANTI-SEPTICO FARMAX;7.8969E+12
CARVEDILOL  6,25MG GENERICO GRUPO EMS SIGMA PHARMA;7.896E+12
FENITOINA  100MG P 344 C1 GENERICO HIPOLABOR;7.89668E+12
LEVOFLOXACINO 500MG GENERICO GRUPO EMS SIGMA PHARMA;7.896E+12
RANITIDINA 150MG GENERICO MEDQUIMICA;7.89686E+12
VALPROATO SODIO 250MG/5ML 100ML P 344 GENERICO PRATI, DONADUZZI;7.89955E+12
OXIBUTININA, CLORIDRATO 1 MG/ML 120 ML GENERICO GRUPO EMS SIGMA PHARMA;7.896E+12
PVPI TOPICO 10% ALMOTOLIA 100ML FARMAX;7.8969E+12
VALPROATO SODIO 250MG/5ML 100ML PRATI, DONADUZZI;7.89955E+12
GLICOSE 50% 10ML FARMACE ** CX/200 **;7.89817E+12
TRAMADOL 50 MG - 1ML (ADENDO A2) GENERICO HALEXISTAR;7.89673E+12
FLUMAZENIL 0,1 MG/ML - 5ML (C1) TEUTO;7.89611E+12
FUROSEMIDA 10MG/ML - 2ML GENERICO HALEXISTAR;7.89673E+12
POLIGELINA (GELATINA + ELETROLITOS) 3,5% 500ML POLISOCEL HALEXISTAR;7.89673E+12
CLORETO DE SODIO 0,9% 250ML SAPP-FLEX SANOBIOL;7.89815E+12
CLORETO DE SODIO 0,9% 100ML SAPP-FLEX SANOBIOL;7.89815E+12
RINGER (LACTATO SISTEMA FECHADO) - 500ML SAPP-FLEX SANOBIOL;7.89815E+12
OLEO MINERAL PURO - 100ML MINEROLEO CRISTALIA;7.89668E+12
OPTIVE COL 15ML/ALLERGAN;7.89732E+12
FENOBARBITAL FENOCRIS 100MG COMP/CRISTALIA;7.89668E+12
MAGNESIO, SULFATO 50% SOL INJ 10ML AMP/ISOFARMA;7.89E+12
FRALDA GERIATRICA GERIA SUPER TAM G PCT C/8 UN/MAIS CONFORTO;7.89E+12
ISORDIL 5MG SUBLINGUAL COMP/EMS;7.89492E+12
PANTOPRAZOL 20 MG C/28 COMP;7.89E+12
CARBAMAZEPINA 400MG C/20 COMP C1/GERMED PHARMA/C1;7.896E+12
CLORIDRATO DE DILTIAZEM 60MG C/50 COMP/GERMED;7.896E+12
GLIMEPIRIDA 2MG C/30 COMP/GERMED;7.896E+12
MESILATO DE DOXAZOSINA 2MG C/30 COMP/GERMED;7.896E+12
DIVALPROATO DE SODIO 500MG CAPS C1/C1;7.89116E+12
CLORIDRATO DE LOPERAMIDA 2MG C/200 COMP C1/GLOBO/C1;7.89806E+12
IRBESARTANA + HIDROCLOROTIAZIDA 150MG+12,5MG COMP/RANBAXY;7.89708E+12
ALPRAZOLAM 0,25MG C/30 COMP/GERMED;7.896E+12
CLORIDRATO DE DILTIAZEM 30MG C/50 COMP /GERMED;7.896E+12
CARBONATO DE CALCIO 500MG COMP/VITAMED;7.8962E+12
LACTULOSE 667MG 120ML SOLUCAO;7.89741E+12
CIPROFLOXACINO 500MG COMP/MULTILAB;7.89647E+12
MORFINA DIMORF 10MG 1ML AMP/CRISTALIA;7.89668E+12
TRIDIL 50MG 10ML AMP/CRISTALIA;7.89668E+12
FUROSEMIDA 40MG COMP/HIPOLABOR;7.89815E+12
CLORETO DE SODIO 0,9% 10ML/ISOFARMA;7.89E+12
RISPERIDONA 1MG COMP/CRISTALIA/C1;7.89668E+12
TENOXICAM 20MG COMP;7.89132E+12
TOUCA C/ ELASTICO/DESCARPACK;7.89E+12
ABAIXADOR DE LINGUA INDIVIDUAL/ESTILO;7.89E+12
URSACOL 300MG COMP/ZAMBON;7.89807E+12
FRALDA GERIATRICA BIGFRAL G C/8 UNID;7.89E+12
DEXAMETASONA 0,1% COLIRIO 5ML */TEUTO;7.89611E+12
MONONITRATO DE ISOSSORBIDA 40MG COMP/ZYDUS NIKKHO;7.89891E+12
SULFATO DE MAGNESIO 10% AMP 10ML/SAMTEC;7.89E+12
ENOXAPARINA CUTENOX 60MG SER 0,6ML/BIOCHIMICO;7.89741E+12
MIDAZOLAM 1MG/ML SOL INJ 5ML/B1;7.89812E+12
CARVEDILOL CARDBET 12,5 COMP/NOVA QUIMICA;7.8953E+12
BROMETO DE IPRATROPIO 0,25 MG/ML 20 ML/HIPOLABOR;7.89812E+12
CLINDAMICINA 600MG AMP 4ML/HIPOLABOR;7.89E+12
METOCLOPRAMIDA CLORIDRATO 5MG/ML SOL INJ AP 2ML/ISOFARMA;7.89E+12
CITRATO DE FENTANILA 0,05MG/ML 2ML/HIPOLABOR/A1;7.89812E+12
ACIDO TRANEXAMICO 250MG COMP/EMS;7.896E+12
FENITOINA 100MG COMP/HIPOLABOR;7.89812E+12
DIAZEPAM 10MG COMP B1/SANTISA;7.8984E+12
AMOXICILINA 50MG FR 60ML/PRATI DONADUZZI/AM;7.89815E+12
PREDNISOLONA 3MG/ML SOL ORAL FRASC/PRATI DONADUZZI;7.89815E+12
NISTATINA CR 60G + 14 APLIC/PRATI, DONNADUZZI;7.89815E+12
FILME P/ RAIO X 24X30 C/100 UN/FUJIFILM;7.89E+12
AGULHA DESCARTAVEL 25X07 UN/SOLIDOR;7.89E+12
REANIMADOR MANUAL INFANTIL COM RESERVATORIO/FOYOMED;7.89E+12
REANIMADOR MANUAL ADULTO COM RESERVATORIO/FOYOMED;7.89E+12
SIMETICONA 75MG/ML GTS 15ML/MEDQUIMICA;7.89686E+12
ADRENALINA ADREN 1MG/ML IM/IV/SC INJ AMP 1ML/HIPOLABOR;7.89812E+12
MORFINA DIMORF 1MG AMP 2ML/CRISTALIA/A1;7.89668E+12
LUFTAL GTS 15ML-REFERENCIA;7.89602E+12
LUFTAL MAX 125MG C/10 CAPS GEL-REFERENCIA;7.89602E+12
LUFTAL GTS 30ML-REFERENCIA;7.89602E+12
FLEXIVE CR 50G-OUTROS;7.89172E+12
BESOMED C/60 COMP-OUTROS;7.89804E+12
DOLAMIN 125MG C/16 COMP REV-REFERENCIA;7.89804E+12
FLEXIVE CR 25G-OUTROS;7.89172E+12
SULF NEOMICINA+BACITRAC 15G EMS-GENERICO;7.896E+12
SULF NEOMICINA+BACITRAC 50G MED-GENERICO;7.89642E+12
ESOMEPRAZOL MAG 40MG 14 CPR NQ-GENERICO;7.8953E+12
ESALERG GOTAS C/20 ML-REFERENCIA;7.89666E+12
GARRA DO DIABO C/45 COMP-OUTROS;7.89608E+12
FENOFIBRATO 200MG C/30 CAPS EMS-GENERICO;7.896E+12
LACRIMA PLUS 15ML-OUTROS;7.89655E+12
FUMAR CETOTIFENO XPE 120ML GMD-GENERICO;7.896E+12
SIMETICONA 125MG C/10 CAPS MED-GENERICO;7.89642E+12
ACHEFLAN CR 30G-OUTROS;7.89666E+12
TRISORB OFT 15ML-REFERENCIA;7.89655E+12
OFTANE COL 10ML-DEMAIS PROD;7.89655E+12
ANDROSTEN 94MG C/30 CPR-OUTROS;7.89608E+12
CIPROFIBRATO 100MG (CIPROFIBRATO 100MG);7.89671E+12
ISOSSORBIDA, MONONITRATO 20MG COMPRIMIDO;7.89618E+12
HIPROMELOSE 3MG/ML (0,3%) + DEXTRANA 70 1,0 MG/ML (0,1%) SOLUCAO OFTALMICA FRASCO 15ML;7.89655E+12
DEXAMETASONA 4 MG COMPRIMIDO;7.89611E+12
BICARBONATO DE SODIO 84MG/ML (8,4%) SOLUCAO INJETAVEL AMPOLA 10ML;7.89842E+12
CEFTRIAXONA 1 G  PO PARA SOLUCAO INJETAVEL IM F/A + AMPOLA DILUENTE  (LIDOCAINA 1%) 3,5ML;7.89611E+12
MIDAZOLAM / MIDAZOLAM, MALEATO 5MG/ML SOLUCAO INJETAVEL AMPOLA 10ML (PORT.NO 344/98 LISTA B1);7.89812E+12
N-BUTILBROMETO DE ESCOPOLAMINA 4MG/ML + DIPIRONA SODICA 500MG/ML SOLUCAO INJETAVEL AMPOLA 5ML;7.89812E+12
OMEPRAZOL 40MG PO LIOF.PARA SOLUCAO INJETAVEL IV F/A;7.89601E+12
FLUCONAZOL 2 MG/ML SOLUCAO INJETAVEL BOLSA PLAST./SISTEMA FECHADO 100ML;7.89815E+12
ACETILCISTEINA 200MG GRANULADO SACHE/ENVELOPE 5G;7.8991E+12
ACETILCISTEINA 600MG GRANULADO SACHE/ENVELOPE 5G;7.8991E+12
EFEDRINA, SULFATO 50MG/ML SOLUCAO INJETAVEL AMPOLA 1ML (PORT.NO 344/98 LISTA D1);7.89847E+12
NALOXONA, CLORIDRATO 0,4MG/ML SOLUCAO INJETAVEL AMPOLA 1ML (PORT.NO 344/98 LISTA C1);7.89668E+12
SUXAMETONIO, CLORETO 100MG PO LIOFILIZADO FRASCO AMPOLA;7.89601E+12
FENTANILA  50MCG/ML 10ML LISTA A1 GENERICO HIPOLABOR;7.89847E+12
NALOXONA 0,4MG/ML 1ML IM/IV/SC LISTA C1 GENERICO HIPOLABOR;7.89812E+12
HALOPERIDOL DECANOATO 50MG/ML 1ML LISTA C1  (HALOPERIDOL DECANOATO 50MG/ML 1ML LISTA C1);7.89601E+12
GLUCONATO DE CALCIO 10% 10ML - ISOFARMA;7.89673E+12
VALPROATO DE SODIO 250MG/5ML, XAROPE - FRASCO 100ML  LISTA C1 - PRATI;7.89812E+12
CLORETO DE SODIO 0,9% 100ML SISTEMA FECHADO - SANOBIOL;7.89815E+12
GLICOSE A  05% 250ML (SISTEMA FECHADO) SOL. INJ. - SANOBIOL;7.89815E+12
FENTANILA 0,05MG/ML 10ML  LISTA A1 - HIPOLABOR;7.89847E+12
CLORETO DE SODIO 0,9% 10ML - ISOFARMA;2.78984E+13
RINGER/LACTATO SOL. ESTERIL DE APIROGENICA - SISTEMA FECHADO  -  500ML - SANOBIOL;7.89815E+12
CLORETO DE SODIO 0,9% 500ML SISTEMA FECHADO - SANOBIOL;7.89815E+12
FENOTEROL 5MG/ML - 20ML - PRATI;7.89815E+12
CLORETO DE SODIO 0,9% 250ML SISTEMA FECHADO - SANOBIOL;7.89815E+12
MANITOL 20% 250ML SISTEMA FECHADO - HALEX ISTAR;7.89673E+12
IPRATROPIO 0,25MG/ML -  PRATI;7.89815E+12
BICARBONATO DE SODIO  8,4% 10ML - SAMTEC;7.89842E+12
DEXCLORFENIRAMINA, MALEATO DE,  2MG - GEOLAB;7.8991E+12
MORFINA SULFATO 10MG/ML SOL. INJ. - 1ML  LISTA A1 CRISTALIA;7.89812E+12
AGUA DESTILADA ESTERIL E APIROGENICA  500ML - HALEX ISTAR;7.89815E+12
ESCOPOLAMINA BUTILBROMENTO, ASSOCIADA COM DIPIRONA SODICA, 10MG + 250MG  - PHARLAB;7.89822E+12
HALOPERIDOL, SAL DECANOATO, 50MG/ML, SOLUCAO INJETAVEL LISTA C1 - UNIAO QUIMICA;7.89601E+12
HALOPERIDOL, SAL DECANOATO, 50MG/ML, SOLUCAO INJETAVEL  LISTA C1  - U.Q;7.89601E+12
VASELINA LIQUIDA FRASCO 1000ML;7.8969E+12
AMINOFILINA 100MG CP;7.89847E+12
NOREPINEFRINA, HEMITARTAR 2MG/ML 4ML;7.89812E+12
OLEO MINERAL PURO  100ML;7.89895E+12
ENOXAPARINA SODICA 20MG;7.89132E+12
HEPARINA SODICA SUBCUT 5000UI/0,25ML CRISTALIA;7.89668E+12
NISTATINA + OX ZINCO G. NEO POM 60 G;7.89671E+12
BETAMETASONA G. EMS 0,5 MG/G CR 30 G;7.896E+12
DULOXETINA G. NQM 30 MG 15 CA (C1);7.8953E+12
SIMETICONA G. TEU GTS 15 ML;7.89611E+12
MATERSUPRE 30 CP POLIVITAMINICOS TEU.;7.89611E+12
NISTATINA G. NEO CR VAG 60 G 14 AP;7.89671E+12
CETOPROFENO G. EMS 50 MG 24 CA;7.896E+12
DEXAMETASONA G. TEU 4 MG 10 CP;7.89611E+12
TEUTRAZI 500 MG 5 CP AZITROMICINA TEU. (*);7.89611E+12
CICATENOL POM 30 G DEXPANTENOL EMS.;7.896E+12
NEOMICINA+BACITRACINA G. EMS POM 15 G. (*);7.896E+12
ACETILCISTEINA G. GER 40 MG/ML XPE AD 120 ML;7.896E+12
SOMINEX 20 CP PASSIFLORA+ASSOC EMS.;7.896E+12
GINKOTAB 120 MG 30 CP GINKGO BILOBA NEO.;7.89662E+12
RANITIDINA G. TEU 300 MG 20 CP;7.89611E+12
VALSARTANA G. NEO 160 MG 30 CP;7.89671E+12
LISINOPRIL G. TEU 20 MG 30 CP;7.89611E+12
ROSUVASTATINA G. GER 10 MG 30 CP;7.896E+12
TOBRALOX 3 MG/ML 5 ML TOBRAMICINA EMS. (*);7.896E+12
SOLUCAO PVPI 100 ML SPRAY IODOPOVIDONA NAT.;7.89813E+12
CETOTIFENO G. GER XPE 120 ML;7.896E+12
ATORVASTATINA G. NEO 10 MG 30 CP;7.89671E+12
CARDBET 6,25 MG 30 CP CARVEDILOL NQM.;7.8953E+12
ENALAPRIL G. GER 05 MG 30 CP;7.896E+12
SIMETICONA G. TEU 125 MG 10 CA GEL;7.89611E+12
ACETILCISTEINA G. GER 600 MG/5G GRAN 16 ENV;7.896E+12
HIDROXIZINA G. GER 25 MG 30 CP;7.896E+12
METFORMINA XR G. EMS 750 MG 30 CP;7.896E+12
ROSUVASTATINA G. LEG 10 MG 30 CP;7.89492E+12
DEXAVISON SOL OFT 5 ML DEXAMET+NEOM TEU. (*);7.89611E+12
MOTIRIDONA 10 MG 30 CP DOMPERIDONA NQM.;7.8953E+12
CLORDOX 100 MG 15 CP DOXICICLINA TEU. (*);7.89611E+12
PROMESTRIENO G. EUR 10 MG/30 G 20 APLIC;7.89132E+12
LACTULIV AMEIXA SOL 120 ML LACTULOSE LEG.;7.896E+12
NORMOLAX XPE SAL. FRUTAS SOL 120 ML LACTULOSE EMS.;7.896E+12
ESOP 40 MG 14 CP ESOMEPRAZOL MAGNESIO NQM.;7.8953E+12
ESOP 20 MG 28 CP ESOMEPRAZOL MAGNESIO NQM.;7.8953E+12
AGUA INGLESA 500 ML CALISAYA+ASSOC CAT.;7.89602E+12
ROSUVASTATINA 5MG CX 30 COMP REV;7.89492E+12
LACRIFILM 5MG SOL OFT FR GTS 15ML;7.89601E+12
DESLORATADINA 0,5MG XPE FR 60ML;7.896E+12
AGUA P INJECAO 500ML C30 -;7.89795E+12
SOLUCAO GLICOSE 5 250ML C48 -;7.89795E+12
SACCHAROMYCES BOULARDIIL7 LIOFILIZADO 100MG C6 -;7.896E+12
ANFOTERICINA B 50MG PO SOL INJ C25 -;7.89601E+12
DINITRATO ISOSSORBIDA 5MG C30 -;7.89492E+12
GLICOSE 5 SF 100ML6CX -;7.89673E+12
DEXAMETASONA 4MG C200 -;7.89611E+12
AGUA P INJECAO 250ML -;7.89795E+12
ISOFLURANO 100ML ANESTESICO INAL C1  PORT 344 -;7.89741E+12
BUTILBROMETO ESCOPOLAMINA 4MGMLDIPIRONA SODICA 5 -;7.89817E+12
ESCOPOLAMINA BUTILBROMETO  DIPIRONA 4MG ML  500MG ML AMP 5ML -;7.89817E+12
CLARITROMICINA 500MG C10 -;7.89642E+12
SULFATO MORFINA 30MG C50 A1  PORT 34498 -;7.89668E+12
HIDROXIDO ALUMINIO 60MGML SUSP ORAL 100ML C1 -;7.89813E+12
ISOSSORBIDA 5MG SL -;7.89492E+12
MORFINA SULFATO 10MGML 1ML -;7.89668E+12
HIDROCORTISONA 500MG -;7.89601E+12
SEVOFLURANO 250ML LIQUIDO ANESTESICO P INALACAO -;7.89741E+12
GLICOSE 5 500ML SF -;7.89795E+12
AMOXICILINA 250MG5ML PO SUSP ORAL 60ML C1 -;7.89611E+12
BECLOMETASONA 200MCG INAL ORAL -;7.89667E+12
PIRIMETAMINA 25MG -;7.89804E+12
DOXAZOSINA 2MG -;7.896E+12
DEXAMETASONA 05MG -;7.89611E+12
BECLOMETASONA 50MCG SPRAY ORAL -;7.89667E+12
LOSARTANA POTASSICA 50MG -;7.896E+12
VITAMINA COMPLEXO B -;7.8962E+12
BUTILBROMETO ESCOPOLAMINA 4MGMLDIPIRONA SODICA 500MGML 5ML -;7.89817E+12
CLORETO SODIO SF 09 100ML C80 -;7.89795E+12
SOLUCAO CLORETO SODIO 09 250ML C48 -;7.89795E+12
HIDROXIDO ALUMINIIOMAGNESIO SUSP ORAL 240ML -;7.89802E+12
ESCOPOLAMINADIPIRONA SOL INJ -;7.89817E+12
ALBUMINA HUMANA 20 SOL INJETAVELFRASCO AMPOLA C1  C50 ML -;8.47001E+12
CARBONATO CALCIOCOLECALCIFEROL 600MG200UI -;7.8962E+12
MESILATO DOXAZOSINA 2MG -;7.896E+12
BUTILBROMETO ESCOPOLAMINA 4MGMLDIPIRONA SODICA SOL INJ C100 -;7.89817E+12
CLORETO SUXAMETONIO 100MG  PO LIOF SOLINJ C1 -;7.89601E+12
CLORIDRATO BUPROPIONA 150MG LIBERACAO PROLONGADA -;7.896E+12
VALSARTANA 160MG C30 -;7.896E+12
MALEATO DEXCLORFENIRAMINA 2MG5ML SOLORAL 100ML -;7.89847E+12
METREXATO 2,5MG C/ 24 CPD- METOTREXATO;7.89601E+12
BICARBONATO DE SODIO 8,4% 250ML;7.89812E+12
GLICOSE 50% CX C  200 AMP GENERICO ISOFARMA;7.89836E+12
CLORETO DE POTASSIO 10% AMPOLA 10ML;7.89836E+12
BUDESONIDA 0,25MG ML FRASCO CX C  5 FR DE 2ML PULMICORT;7.89621E+12
AGUA DESTILADA 250MLFRESENIUS;7.89795E+12
CLORETO DE SUXAMETONIO 100MG;7.89601E+12
MAGNOGEL SUSP FR 100ML S/C;7.89802E+12
SALSEP 0,9% SOL NASAL 50ML SPRAY;7.89609E+12
SORO GLICOSADO SIST FECHADO 5% FR 250ML IV;7.89815E+12
PENTOXIFILINA 400MG CX 30 COMP REV GEN;7.896E+12
FENITOINA 100MG CX 500 COMP GEN;7.89847E+12
ALENDRONATO DE SODIO 70MG CX 4 COMP GEN;7.896E+12
SIMETICONA 40MG CX 20 COMP GEN;7.89686E+12
SIMETICONA 75MG/ML GTS 15ML C/C SB CEREJA GEN;7.89686E+12
HIDROXIMED 6% SUSP ORAL FR 240ML C/C;7.89686E+12
FERRONIL 40MG CX 50 COMP REV;7.89611E+12
ISORDIL SUBLINGUAL 5MG CX 30 COMP;7.89492E+12
ISORDIL 10MG CX 30 COMP;7.89492E+12
DEXAMETASONA ELIXIR 100ML C/C GEN SB CER;7.89611E+12
HELMILAB 20MG/ML FR 30ML S/C SB FRAMBOESA;7.89813E+12
VALSARTANA 320MG CX 30 COMP GEN;7.8953E+12
SULFAMETOXAZOL + TRIMETOPRIMA SUSP ORAL 100ML C/C;7.89611E+12
HIPOFOL 5MG CX 25 BL X 20 COMP;7.89847E+12
CLORIDRATO DE PAROXETINA 20MG CX 30 COMP REV GEN;7.89611E+12
GLICAMIN 5MG CX 30 COMP;7.8991E+12
SORO FISIOLOGICO SIST FECHADO 0,9% FR 250ML IV;7.89815E+12
TIBOLONA 2,5MG CX 30 COMP GEN;7.8953E+12
CLO 25MG CX 20 COMP;7.89492E+12
DOMPERIDONA 10MG CX 30 COMP GEN;7.8953E+12
VALSARTANA 80MG CX 30 COMP REV GEN;7.8953E+12
CERUMIN SOL OTO FR 8ML;7.89655E+12
LABEL 40MG/ML SUSP ORAL 45ML C/C - PED SB CEREJA;7.89666E+12
DOLAMIN 125MG CX 16 COMP;7.89804E+12
DIOSMIN SDU 900+100MG CX 30 SACHES 5G SB LAR/LIM;7.89666E+12
ESOP 40MG CX 28 COMP REV;7.8953E+12
SIMETICONA 40MG CX 20 COMP;7.896E+12
FLUCONAZOL SIST FECHADO 200MG  BOLSA 100ML IV GEN;7.89815E+12
ACEBROFILINA 50MG/5ML XPE ADU FR 120ML C/C GEN;7.896E+12
OPTIVE SOL OFT 10ML C/C;7.89732E+12
PROCTYL 50+10MG/G 10 BISNAGAS 3G + 10 APLIC MONODO;7.89664E+12
HYABAK 0,15% SOL OFT 10ML;3.66204E+12
HIDROLESS 50MG CX 30 COMP;7.89822E+12
ERGOMETRIN 0,2MG INJ CX 50 AMP 1ML EV IM;7.89601E+12
POLISOCEL SISTEMA FECHADO 3,5% INJ BOLSA 500ML IV;7.89673E+12
DIPIRONA SODICA 500MG CX 100 COMPR GEN;7.42832E+11
ANEMIFER XPE 100ML C/C;7.89801E+12
AGUA PARA INJECAO SIST FECHADO BOLSA 500ML;7.89673E+12
FLORENT 100MG CX 12 CAPS;7.89816E+12
AGUA PARA INJECAO SIST FECHADO FR 1000ML;7.89815E+12
HEMOFOL 5000UI/ML INJ CX 25 AMP X 5ML;7.89668E+12
SULFATO DE MAGNESIO 10% INJ CX 200 AMP X 10ML;7.89842E+12
CUTENOX 40MG/0,4ML INJ CX 10 SER X 0,4ML;7.89856E+12
CLORETO DE SODIO 20% INJ CX 200 AMP X 10ML;7.89842E+12
FENILEFRINA 10% SOL OFT FR 5ML;7.89732E+12
CREME DE UREIA 10% 120 ML;7.89793E+12
CLORID.DULOXETINA 30MG C/30 CP;7.896E+12
ANESTESICO TOPICO;7.89459E+12
SULFATO DE GLICOSAMINA 1,5G+SULFATO SODICO DE CONDROITINA 1,2G- ARTICO  C 30;7.89172E+12
LACTULOSE 667MG ML - SOLUCAO ORAL;7.89741E+12
CARVEDILOL 3,125 MG COMPRIMIDO;7.89618E+12
AMOXICILINA 50MG ML PO P SUSPENSAO 150ML;7.896E+12
CLORIDRATO DE VENLAFAXINA 37,5MG;7.89626E+12
LOSARTANA 25MG;8.90222E+12
INDAPAMIDA 1,5MG;7.89832E+12
ANESTÃ©SICO TÃ³PICO COM 20% DE BENZOCAÃ­NA, COM DIVERSOS SABORES (TUTTI-FRUTTI, PINA COLADA, MENTA), EM POTE COM 12 GRAMAS.;2.04642E+12
LUMIGAN COLIRIO 3ML;7.89732E+12
ARTROLIVE 400MG C/30;7.89666E+12
ATROPINA 0,5% 5ML;7.89732E+12
FRESH TEARS COL;7.89732E+12
G INDAPAMIDA 1.5 MG 30CPR;7.896E+12
G CIPROFIBRATO 100MG 30CPR;7.89671E+12
LEVODOPA+CARBIDOPA+ENTACAPONA 50+12,5+200 MG;7.89626E+12
DIVALPROATO DE SODIO 500 MG ER;7.89893E+12
ROSUVASTATINA CALCICA 20 MG;7.8953E+12
DIVALPROATO DE SODIO SPRINKLE 125 MG;7.89626E+12
SORO FISIOLOGICO 0,9% - 500ML;7.89892E+12
ABAIXADOR DE LINGUA PCT 100 UND;7.89619E+12
ABAIXADOR DE LINGUA - C/100;7.89619E+12
FOSFATO DIBASICO + MONOBASICO;7.89813E+12
BELIMUMAB 400MG;7.89602E+12
ISOSSORBIDA 20 MG;7.89624E+12
LAMOTRIGINA 50MG;8.90222E+12
RINOSORO 30ML P.M.C. 13.09;7.89732E+12
SIMETICONA 75MG 15ML MEDLEY GEN P.M.C. 17.28;7.89642E+12
MEROPENEM 500MG 25FAM GEN-BIOCHIMICO CX C/25;7.89741E+12
AMINOB.ETILA ANESTESICO TOP.12G;7.89459E+12
VALSED 100MG 20COM REV;7.8985E+12
NERALGYN 200DRG;7.89816E+12
ANEMIFER  SULFATO FERROSO GTS 30ML;7.89801E+12
FERRONIL 40MG 50CPR TEUTO             RD;7.89611E+12
ACIDO ACETILSALICILICO 100MG EMS 100CPR;7.896E+12
ATROPINA 0 5  5ML;7.89732E+12
TIORFAN 30MG 18SACHES                RD;7.89891E+12
KEPPRA 100MG SOL ORAL 150ML;5.41379E+12
ANEMIFER 184,45 MG / 60 MG 50 CPR SIM (+) PHARMASCIENCE;7.89801E+12
CARDBET 3,125MG 30 CPR SIM (+) NOVA QUIMICA;7.8953E+12
MAL DEXCLOR BETAMETASONA XPE 120ML P.M.C. 15.50;7.89806E+12
ANNITA 20MG PO SUS ORAL FR 100ML P.M.C. 69.12;7.89804E+12
METILCELULOSE 2% SOL. INJ. 1,5ML** -;7.89826E+12
METILCELULOSE 2% SOL. INJ. 5ML** -;7.89826E+12
CARVEDILOL 12,5 MG COMPRIMIDO LEGRAND;7.89492E+12
ACETILCISTEINA 600MG ENVELOPE GEOLAB;7.8991E+12
CARBAMAZEPINA 200 MG UNIAO QUIMICA;7.89601E+12
BROMAZEPAM 6MG COMPRIMIDO EMS S/A;7.896E+12
CITRATO DE FENTANILA 0,05MG/ML AMP 5ML CRISTALIA;7.89668E+12
ENOXAPARINA SODICA SOLUCAO INJETAVEL 80MG SERINGA 0,80ML CUTENOX BIOCHIMICO;7.89856E+12
MALEATO DE ENALAPRIL 10 MG COMPRIMIDO HIPOLABOR;7.89614E+12
HALOPERIDOL 5MG AMPOLA 1ML UNIAO QUIMICA;7.89601E+12
CLORIDRATO DE PAROXETINA 20MG PAA ROXETIN CRISTALIA;7.89668E+12
HIOSCINA  - N-BUTILBROMETO 10MG COMPRIMIDO UNIAO QUIMICA;7.89601E+12
MIDAZOLAM 5MG/ML AMP 3ML HIPOLABOR;7.89812E+12
CLORIDRATO DE LIDOCAINA 2% SEM VASO CONSTRICTOR AMPOLA 5ML TEUTO;7.89812E+12
RISPERIDONA 1MG/ML CRISTALIA;7.89668E+12
NITROPRUSSIATO DE SODIO 50MG 2ML CRISTALIA;7.89668E+12
ENOXAPARINA SODICA SOLUCAO INJETAVEL 40MG SERINGA 0,40ML MYLAN;7.89856E+12
ENOXAPARINA SODICA SOLUCAO INJETAVEL 40MG SERINGA 0,40ML;7.89856E+12
ENOXAPARINA SODICA SOLUCAO INJETAVEL 20MG SERINGA 0,2ML MYLAN;7.89856E+12
HIDROXIDO DE ALUMINIO 60MG/ML 240ML MARIOL;7.89857E+12
DOMPERIDONA 1MG/ML 100ML PERIDAL MEDLEY;7.89642E+12
DIPROPIONATO DE BECLOMETASONA  400MCG/ML 2ML CLENIL A CHIESI FARMACEUTICA LTDA;7.89667E+12
CLOREXIDINA 0,5% ALCOOLICO 1000ML FARMAX;7.8969E+12
MANIDIPINO  10MG MANIVASC CHIESI FARMACEUTICA LTDA;7.89667E+12
ATORVASTATINA CALCICA 10MG GENERICO MEDLEY;7.89642E+12
RIVAROXABAN 10MG XARELTO  BAYER S/A;7.89111E+12
PANTOPRAZOL 20MG GENERICO MEDLEY;7.89642E+12
AGUA OXIGENADA (PEROXIDO DE HIDROGENIO)  10 VOLUMES 1000ML FARMAX;7.8969E+12
FOSFATO DE SODIO MONOBASIO E BASICO 500ML (GLICERINA) ENEMA 12% JP FARMACEUTICA;7.89614E+12
