description|ean
CLORETO DE POTASSIO 19,1% 10ML|7898420000000
GANADOL 50GR|7898050000000
DIVALCON ER 500MG C/ 30 CP|7891160000000
DONILA DUO 10MG+20MG 30CP C1|7896660000000
DEPAKOTE ER 500MG 30CP C1|7896260000000
NORIPURUM FOLICO CX C/ 30CP|7896640000000
GLIBENCLAMIDA 5 MG CX C/ 30CP|7896420000000
DILTIAZEM  30MG CX C/ 50CP|7896000000000
COSOPOT FSC C/ 05ML|9900000000000
ECOFILM COL  5ML|7896180000000
LOSARTAN 25MG CX C/30CP|7898360000000
BACLOFENO 10 MG CX C/ 30CP|7896010000000
COMBIGAN 10ML|7897320000000
LUMIGAN RC 5 ML|7897320000000
COLIRIO MALEATO DE TIMOLOL 0,5% 5ML|7896000000000
DORENE  75MG 30CAPS|7896660000000
CLORIDRATO DE DULOXETINA 30 MG C/ 30 CAP GEL DURA|7895300000000
DAXAS 500MCG C/ 30|5000460000000
ALENIA 12MG+400MG C/60 CAP+INAL|7896180000000
NISTATINA+OXIDO DE ZINCO POM DERM 60 G|7896000000000
DIVALPROATO DE SODIO 250 MG C/ 20 CP REV|7898930000000
LACRIFILM 5MG/ML SOL OFT 10ML|7896010000000
XARELTO 10MG 30CPR|7891110000000
2000000000480 CLORETO DE SODIO 0,9% 10ML SISTEMA FECHADO|2000000000000
7891058006204 LACTATO DE MILRINONA PRIMACOR 1MG SOL INJ AMP X 10ML|7891060000000
7898040320874 ETHAMOLIN OLEATO DE MONOETANOLAMINA 0,05G/ML AMP/2ML|7898040000000
7896016800696 HYDREA 500MG CAPS|7896020000000
DESONIDA 05 MG PM 30 GR (GER)|7896000000000
ALCOOL GEL 430 GR|7893450000000
FUROATO MOMETASONA PM 20 GR (GER)|7896000000000
PROBENTOL LABIAL 10G|7898500000000
DORFLEX C/24 COMP-REFERENCIA|7891060000000
AMICACINA INJETAVEL AMP 2ML TEUTO|7896110000000
HEPARINA SODICA INJETAVEL 5.000UI/ML FA IV BRAUSIEGEL|7896010000000
RISPERIDONA 3 MG CRISTALIA|7896010000000
CORDA RIOMAR KG|7898100000000
TEXVET 200 ML|7896010000000
PAR LUVA RASPA|7898050000000
MATA ABELHA 1 LT|7898100000000
PAR LUVA VERDE|7898920000000
FRALDA DESCARTAVEL INF TAM G C/38UNID|7891520000000
VALPAKINE 200 MG SOLUCAO 40 ML C1|7897600000000
SLOW-K 600MG C 20 DRG|7896260000000
NUTRINFAN SOL 20 ML|7898500000000
EYLIA (GE) 40MG/ML SOL INJ 1FA X 0,278ML+AGU|7891110000000
ZYMAR 0,3% OFTAL.5 ML|7897320000000
LACRIFILM 5MG SOL OFT FR GTS 10ML|7896010000000
FUMARATO DE BISOPROLOL-10MG CX 30 COMP|7896000000000
DEFLAZACORTE-6MG CX 20 COMP GEN|7895300000000
ROSUVASTATINA CALCICA-10MG CX 30 COMP|7894920000000
TRAVOPROSTA-0,04MG/ML SOL OFT 2,5 ML|7895300000000
AMOXIC+CLAV POT(DOCLAXIN) 1,2GR 20FA HSA BLAU|7896010000000
NORIPURUM FOLICO C 30 COMP|7896640000000
THERAPSOR CAPILAR 25ML|7897130000000
ARTICO 1,5+1,2G PO C 30 SACHES|7891320000000
TELMISARTANA 40MG C 30 COMP EMS|7896000000000
CLOR CICLOBENZAPRIN 5MG 15CP GMD|7896000000000
VASELINA SOLIDA 30G|2042730000000
CEFUROXIMA 500 MG CPS (GENERICO). BUATB7001 05/2019|7898360000000
AMPICILINA 1GR FA DIL 3ML (GENERICO). 9215096 03/2019|7896110000000
CIPROFLOXACINO 5MG/ML COLIRIO (GENERICO). 0L60131 04/2020|7896000000000
AGUA OXIGENADA 10 VOL. ALMOTOLIA 100ML FARMAX|7896900000000
DIMETICONA 75MG/ML 10ML NATULAB|7899470000000
ACETILCISTEINA 200MG 5G GENERICO GRUPO EMS SIGMA PHARMA|7896000000000
GLICOSE 10% 500ML SISTEMA FECHADO FRESENIUS KABI|7898170000000
LORATADINA 1MG/ML 100ML XAROPE GENERICO MARIOL|7898920000000
LACRIMA PLUS 15ML - 000030996|7896550000000
CEFAZOLINA 1G IV FABRICANTE: BLAU|7896010000000
TENOXICAM 20MG  FABRICANTE: MEDQUIMICA|7896860000000
SACCHAROMYCES BOULARDI 200 MG FABRICANTE: EMS|7896000000000
AGUA PARA INJECAO 250ML FABRICANTE: FRESENIUS|7897950000000
CEFAZOLINA 1G IV FABRICANTE: BIOCHIMICO|7897410000000
EFEDRINA 50 MG/ML 1ML FABRICANTE: UNIAO QUIMICA|7896010000000
MIDAZOLAM 5ML FABRICANTE: HIPOLABOR  P:344/98|7898120000000
CLORETO DE SODIO 0,9% 1000 ML  FABRICANTE: EUROFARMA|7898920000000
NOREPINEFRINA 2MG/ML - 4ML  FABRICANTE: HIPOLABOR|7898120000000
AGUA P/ INJECAO 250ML SISTEMA FECHADO FABRICANTE: EUROFARMA|7898920000000
GLICERINA ENEMA DE, A 12% FRASCO 500ML FABRICANTE: SANOBIOL|7898150000000
METILCELULOSE, CONCENTRACAO 2%, SOLUCAO INTRA-OCULAR UTILIZADA EM CIRURGIA OFTALMICA OPHTHALMOS|7897320000000
FLUORESCEINA CONCENTRACAO 1% SOLUCAO OFTALMIESTERIL FLUORESCEINA ALLERGAN|7897320000000
SULFAMETOXAZOL + TRIMETOPRIMA 4+0,8% FR 60ML SUSP GENERICO NATIVITA|7896110000000
FLUORESCEINA CONCENTRACAO 1% SOLUCAO PFTALMICAESTERIL FLUORESCEINA ALLERGAN|7897320000000
HEMIF BISOPROLOL 5MG C/30CPR|7891720000000
BISOPROLOL 10MG COMP|7896000000000
BETATRINTA 1ML/EUROFARMA LICITACAO|7891320000000
ALENIA 12 + 400MCG C/60 CAPS + INALADOR|7896180000000
MUPIROCINA POM 15G/EUROFARMA LICITACAO|7898150000000
AMOXICILINA 1000MG + CLAV. POTASSIO 200MG IV AMP/BLAU|7890000000000
QUETIAPINA 100MG COMP C1/NOVAQUIMICA/C1|7896660000000
SORO RINGER C/ LACTATO FR 500ML/EUROFARMA LICITACAO|7898920000000
ACEBROFILINA 25MG/5ML XPE 120ML/GERMED|7896000000000
AMIODARONA CLOR 50MG/ML INJ 3 ML|7890000000000
HIDROCORTISANA 100MG/ML INJ/BLAU|7896010000000
FENITOINA 50MG INJ 5ML/HIPOLABOR|7890000000000
AZITROMED 500MG COMP/MEDQUIMICA|7896860000000
CLORIDRATO DE DILTIAZEM 30MG COMP/GERMED|7896000000000
DIPIRONA SODICA 500MG COMP/PRATI, DONADUZZI|7898150000000
GLICOSE 5% SIST. FECH 250ML/EUROFARMA LICITACAO|7890000000000
CLORETO DE SODIO 0,9% SIST FECH 250ML/SANOBIOL|7898150000000
CLORETO DE SODIO 10% AMP 10ML/SAMTEC|7898420000000
CIMETIDINA 200MG COMP/PRATI, DONADUZZI|7898150000000
METOCLOPRAMIDA CLORIDRATO 10MG COMP/HIPOLABOR|7898120000000
FUNGONAZOL 20MG SHAMPOO FR 100ML/MEDQUIMICA|7896860000000
CITRATO DE SILDENAFILA 25MG COMP REV/GERMED|7896000000000
ROSUVASTATINA CALCICA 20MG COMP/NOVA QUIMICA|7895300000000
BUSONID 200MCG C/60 DOSES/BIOSINTETICA|7896180000000
ADDERA D3 7.000UI COMP|7897320000000
CODEINA 30MG COMP/CRISTALIA/A2|7896680000000
DOBUTAMINA CLORIDRATO 12,5MG/ML AMP 20ML|7896110000000
ALOGLIPTINA NESINA 25MG COMP|7896640000000
DULOXETINA CLORIDRATO 60MG CAPS GEL LIB RET/EMS GEN/C1|7896000000000
TRAVOPROSTA 0,04% FR 2,5ML|7890000000000
ELIQUIS 2,5MG COMP/BRISTOL|7896020000000
NORFLOXACINO 400MG COMP/GERMED|7896000000000
SERINGA 1ML PARA INSULINA C/AGULHA 13 X 4,5/LABOR IMPORT|7890000000000
GLICERINA SUPOSITORIO INFANTIL/EMS|7896000000000
GLICERINA SUPOSITORIO ADULTO 2,392G/EMS|7896000000000
FLUCONAZOL 150MG CAPS|7890000000000
CICLATRY 500MG C/14 COMP */MULTILAB/AM|7890000000000
BENZINA RETIFICADA 100ML /ANTARES|7898150000000
SYSTANE UL COL RIO FR 10ML|7896550000000
ROHYPNOL 1MG COMP B1/ROCHE|7896230000000
FOLINATO DE CALCIO 15MG COMP/HIPOLABOR|7898470000000
CETOPROFENO 50MG COMP/EMS|7896000000000
EQUIPO POLIFIX 2 VIAS/SOLIDOR|7890000000000
SERINGA 10ML LUER SLIP/SR|7896090000000
REPOFLOR 100MG C/12 CPS/LEGRAND|7896000000000
PREGABALINA 75MG COMP/MERCK|7891720000000
SCALP NR 21, ESCALPE PARA INFUSAO INTRAVENOSA/LABOR IMPORT|7890000000000
ACETILCISTEINA 600MG C/16 ENV /EMS GEN|7896000000000
SCALP NO 23/LABOR IMPORT|7898550000000
MICOSTALAB SUSP ORAL 50ML/MULTILAB|7896470000000
DIPIRONA 500MG COMP/SOBRAL|7890000000000
FENOTEROL 0,5% FRS 20ML/PRATI|7890000000000
AMITRIPTILINA CLORIDRATO 25MG COMP/CRISTALIA/C1|7896110000000
AMBROXOL XAROPE PED. 15MG/5ML FR 100ML/PRATI, DONADUZZI|7898150000000
DICLOFENACO POTASSICO 25MG AMP 3ML/TEUTO|7890000000000
DIPIRONA 500MG GTS 20ML /GERMED|7896000000000
ATENOLOL 25MG COMP|7898050000000
CEFTAZIDIMA 1G AMP/BIOCHIMICO/AM|7897410000000
CLORETO DE SODIO 0,9% 100ML SISTEMA FECHADO|7898010000000
RINGER LACTATO SOLUCAO ESTERIL E APIROGENICA, 500 ML, SISTEMA FECHADI|7898920000000
AGUA DESTILADA ESTERIL E APIROGENICA,1000ML, SISTEMA FECHADO|7897950000000
AGUA OXIGENADA 10 VOLUMES, 1000 ML|7896900000000
CLORETO DE SODIO 0,9%, 500 ML, SISTEMA FECHADO|7898920000000
PREDNISOLONA SUSPENSAO 3MG/ML FR|7898150000000
RINGER/LACTATO 500 ML|7898920000000
GLICOSE 5%, 250 ML|7898920000000
ACETILCISTEINA, PO GRANULADO, 200MG ENVELOPE|7899100000000
CABEREDUX 0,5 MG 8 CPR-SIMILAR|7896680000000
TIBOLONA 2,5MG 30 CPR NQ-GENERICO|7895300000000
HORMOSKIN GMD CR 15GR-SIMILAR|7896000000000
MEBENDAZOL 20MG/ML SUS ORAL 30ML|7898130000000
CONCERTA 36MG FR 30 COMP|7896210000000
CARBOLITIUM CR 450 MG C/ 30|7891320000000
VALSARTANA 160 MG C/30|7896710000000
CROMOLERG 2% SOLUCAO OFTAMOLOGICA|7897320000000
ARTROSIL 160 MG C/20|7896660000000
TOPIRAMATO G. GER 50 MG 60 CP (C1)|7896000000000
DEXCLORFENIRAMINA + BETA G.TEU XPE 120 ML|7896110000000
BETAMETASONA+GENTAMICINA G.TEU POM 20 G (*)|7896110000000
FENAFLAN ICE 150 ML SPRAY METILA+ASSOC TEU.|7896110000000
ACETILCISTEINA G. LEG 600 MG/5G GRAN 16 ENV|7894920000000
ORLISTATE G. GER 120 MG 42 CA|7896000000000
FERRONIL 40 MG 50 CP SULF FERROSO TEU.|7896110000000
ESOP 40 MG 28 CP ESOMEPRAZOL MAGNESIO NQM.|7895300000000
ORLISTATE G. GER 120 MG 60 CA|7896000000000
CLOBETASOL G. EMS 0,5 MG/G POM 30 G|7896000000000
GABAPENTINA G. GER 300 MG 30 CA (C1)|7896000000000
CLOPIDOGREL G. NQM 75 MG 28 CP|7895300000000
DOMPERIDONA G. GER 10 MG 30 CP|7896000000000
SIBUTRAMINA G. EMS 10 MG 30 CA (B2)|7896000000000
CLOPIDOGREL G. EMS 75 MG 28 CP|7896000000000
NORADOP 150 MG 60 CP PUPROPIONA NQM. (C1)|7895300000000
NASOJET MARIS JATO FORTE 100ML|7899470000000
PIOGLITAZONA 45MG|7896000000000
MITRUL 15MG C/ 10 CAPS|7892950000000
ADDERA D3 7000 UI C/ 10 COMP|7897320000000
DEPURA 7000 UI C/ 8 COMP|7891060000000
DEPAKOTE ER 500 MG C/30|7896260000000
NOVANLO 2,5 MG C/30|7896110000000
DEPAKOTE ER 500MG C/ 60 COMP|7891160000000
PROTETOR SOLAR 50FPS LOCAO -|7891140000000
AGUA DESTILADA10ML -|7898420000000
VITAMINICO COMPLEXO B -|7896200000000
FUMARATO BISOPROLOL 10MG -|7894920000000
CITRATO FENTANILA 50MCGML 2ML SOL INJ C50 -|7898120000000
DIMETICONA 75MGML EMULSAO ORAL 10ML -|7899470000000
DICLOFENACO DIETILAMONIO GEL 60G -|7896000000000
HIDROCORTISONA 500MG PO SOL INJ -|7896010000000
PENTOXIFILINA 400MG C30 -|7896000000000
SULFATO MAGNESIO 1MEQML 10ML SOL ESTERIL APIROGE -|7898420000000
ENOXAPARINA 40MG04ML C10 -|7897410000000
BUDESONIDA 50MCGDOSE 200 DOSES -|7896180000000
CLORIDRATO BUPROPIONA 150MG C30 -|7896000000000
INDAPAMIDA 15MG C30 -|7896000000000
OXALATO ESCITALOPRAM 10MG C30 -|7896000000000
FUMARATO BISOPROLOL 10MG C30 -|7894920000000
CLOR AMBROXOL INF 120ML GN EMS P.M.C. 14.36|7896000000000
DESLORATADINA 0 5MG 60ML EMS P.M.C. 34.91|7896000000000
GLICOSE 25% CX C  200 AMP DE 10ML SAMTEC|7898420000000
SULFATO DE MORFINA 10MG COMPRIMIDO|7896680000000
SULFATO DE MORFINA 10MG ML AMPOLA DE 1ML|7896680000000
DEXPANTENOL 50MG G 10G - EPITEGEL|7896050000000
SIMETICONA 40MG BLISTER C 20 COMPRIMIDOS|7898150000000
FARMAIODINE TOPICO FR 100ML ALMOTOLIA|7896900000000
MIONEVRIX 250MG CX 20 COMP|7896660000000
SORO RINGER COM LACTATO SIST FECHADO 0,9% BOLSA 25|7896140000000
VESOMNI 6MG/0,4MG CX 30 COMP REV|7899340000000
LUMIGAN 0,03% SOL OFT FR 3ML C/C|7897320000000
PROCTYL 50+10MG/G POMADA 30G + 10 APLICADORES|7896640000000
ALLEXOFEDRIN 180MG CX 10 COMP|7896000000000
RISEDRONATO SODICO 35MG CX 4 COMP REV GEN|7895300000000
BISALAX 5MG CX 150 DRG|7896010000000
CLEXANE 20MG 10SER SAFETY LOCK|7891060000000
CLORETO DE SODIO 0,9% SF 500ML 30FR - HALEX|7896730000000
CLORETO DE SODIO 0,9% SF 1000ML - HALEX|7896730000000
TRAVOPROSTA 0,04MG/ML SOL OFT 2,5ML|7896420000000
DICLOFENACO DIETILAMONIO GEL 60GR NEOQ|7896710000000
MESALAZINA 800MG C/30 CP|7894920000000
VALSARTANA 160MG C/30 COMP|7896710000000
CLORIDRATO DE VENLAFAXINA 75 MG|7891320000000
AMILORIDA +HIDROCLOROTIAZIDA 25/2.5MG|7896000000000
SERTRALINA 50MG 30CPD (C1) G CMD|7896520000000
ANESTESICO TOPICO POTE C/ 12 GR|2000000000000
XARELTO 15 MG C/ 1 COMP|7897600000000
FLEBON C/ 30 COMP|7898080000000
DEXTRANO 70-0,1% + HIPROMELOSE 0,3% ML COLIRIO|7896550000000
VYTORIN  10MG 20MG|7897340000000
DOMPERIDONA  COMP|7891060000000
ATROPINA 1% COLIRIO C 5ML|7897320000000
CEFALEXINA 50MG ML SUSPENSAO ORAL COM 100ML|7893350000000
ESCOPOLAMINA BUTILBROMETO+ DIPIRONA SODICA 6,67+333MG ML C 20ML|7896030000000
DEPAKOTE 250MG CAIXA C 30 COMPRIMIDOS|7898010000000
BESILATO DE ANLODIPINO 10MG C 30|7896420000000
ESCINA+SALICILATO DE DIETILAMONIO 10MG G + 50MG G C  30 GR GEL|7896640000000
CLORIDRATO CLOMIPRAMINA 25MG|7894920000000
LOSARTANA 25MG COMP|8902220000000
INDAPAMIDA SR 1,5MG|7898320000000
SULFATO DE GLICOSAMINA 1,5G 5G+ SULFATO DE CONDROITINA 1,2G 5G - SACHE|7891720000000
GLICIODO 1L|7898030000000
ANESTESICO TOPICO GEL COM 20% BENZOCAINA POTE COM 12|2046420000000
ANESTÃ‰SICO TÃ“PICO BENZOTOP|2046420000000
ANESTESICO TOPICO GEL HIDROSSOLUVEL DE ALTA VISCOSIDADE (BENZOCAINA 0,2G)|2046420000000
ISORDIL 5MG C/30CP|7894920000000
LANSOPRAZOL CAP 15MG C/28|7896420000000
CLORETO DE SODIO 0,9% 100 ML|7897950000000
SOLUCAO GELATINA|7896730000000
ISOSSORBIDA 10 MG COMPRIMIDO|7894920000000
ACIDO TRANEXAMICO 250MG|7896000000000
SOLUCAO GELATINA SOL INJ SIST FECH 500 ML|7896730000000
ACIDOS GRACOS + VITAMINA E 100 ML|7898950000000
MONONITRATO DE ISOSSORBIDA 20 MG|7896240000000
SORO FISIOLOGICO 0,9% FRASCO|7898920000000
BIMATROPOSTA 0,03%|7896000000000
SOLUCAO DE GELATINA BOLSA|7896730000000
ISOSSORBIDA 10 MG|7894920000000
OLEO MINERAL FRASCO|7898920000000
SULFADIAZINA DE PRATA 50G|7898150000000
NITROPRUSSIATO DE SODIO 50 MG INJ 2ML** 18090974 09/2020|7898120000000
SUXAMETONIO 100 MG INJ 1724558  08/2019|7896010000000
DOBUTAMINA 250MG INJ 20ML|7896110000000
ALBUMINA HUMANA 20% FR 50ML** B235987 11/2020|4036120000000
NEUTROFER 30ML P.M.C. 46.87|7894920000000
NEOSORO H 60ML P.M.C. 20.64|7896710000000
ANESTESICO TOPICO GEL DFL /|7894590000000
ANESTESICO TOPICO GEL DFL|7894590000000
SEDACOL 200 ML|7898190000000
PANZINOL 100 ML|7898420000000
FLYARE CIFARMA XPE 100 ML|7898500000000
NERALGYN CIFARMA 50X4 200 CPR|7898160000000
ALCOOL 70% ANTISSEP FARMAX MEDICAMENTO 12X50ML|7896900000000
BETAMETASONA PHARLAB GEN POM 1MG/G BG 30G|7898220000000
LOMYTRAT LEGRAND OTC ESMALTE 2.5ML KIT LIXA+ESP|7896000000000
FLOMICIN NEOQ SIM 200MG SACHES 04X01 GRS|7896710000000
HEXAMIDINA+TETRACAINA BIO GEN 01+0,5MG/ML 50ML SPRAY|7896180000000
ENGOV DM HYPER C/150 CPR 25X06|7896090000000
DIPIRONA SODICA GERMED GEN SOL ORAL 100 ML|7896000000000
FINASTERIDA TEUTO GEN 01MG C/30 CPR|7896110000000
OLEO MINERAL TEUTO GEN FR 100ML|7896110000000
DEXAMETASONA TEUTO GEN 04MG C/10 CPR|7896110000000
ALMEIDA PRADO 46 ALMEIDA PRADO C/60 CPR|7898040000000
VALSED CIFARMA 100MG C/20 CPR|7898500000000
ALKAGEL MORANGO EMS SIM SUSP ORAL 240 ML|7896000000000
SULFAMETOXAZOL TRIMET 100ML TEUTO GENERI|7896110000000
SULFAMETOXAZOL TRIMET 400MG 20CPR TEUTO|7896110000000
BACTERACIN 100ML TEUTO|7896110000000
FR HUGGIES TRIPLA PROTECAO JUMBO GR 28UN|7896010000000
FR HUGGIES TRIPLA PROTECAO JUMBO P 36UN|7896010000000
FR HUGGIES TRIPLA PROTECAO JUMBO M 32UN|7896010000000
SERINGA 5ML-DESCARTAVEL|7890000000000
SERINGA 1ML CURTAS C/AGULHA 8,0X0,3MM|7890000000000
ACETILCISTEINA 600 MG|7898150000000
RINGER COM LACTATO DE SODIO-INJETAVEL -SISTEMA FECHADO-FRASCO COM 500ML|7898150000000
ENOXAPARINA SODICA 20MG SERINGA 0,2ML|7896010000000
DEXAMETASONA 4MG/ML INJETAVEL -AMPOLA COM 2,5ML|7898120000000
DOBUTAMINA CLORIFRATO 12,5MG/ML SOLUCAO INJETAVEL|7896110000000
CLORETO DE SODIO SOLUCAO FISIOLOGICA 0,9% 10ML DE SOLUCAO AMPOLA 10ML|7896320000000
AMPICILINA INJETAVEL 1G|7896010000000
TENOXICAM 20MG PO LIOF  P/ SOL INJ X 2ML|7896680000000
VASELINA SOLIDA 25 G FARMAX|7896900000000
VASELINA SOLIDA 70 G FARMAX|7896900000000
OLEO DE VASELINA 100 ML FARMAX|7896900000000
RISPERIDONA 1MG CPR UNIAO QUIMICA|1234570000000
LEVOFLOXACINA 500 MG FRASCO COM 100ML HALEX ISTAR|7896730000000
MIDAZOLAM 5MG/ML AMP 5ML HIPOLABOR|7898120000000
ALCOOL ANTI-SEPTICO 70% 1000ML   FARMAX|7896900000000
DIMETICONA 40MG SIMETICONA PRATI, DONADUZZI|7898150000000
DIMETICONA /SIMETICONA 40MG PRATI, DONADUZZI|7898150000000
IPRATROPIO DE BROMETO 0,25MG/ML 20ML HIPOLABOR|7898470000000
NOREPINEFRINA 2MG/ML - 4ML HIPOLABOR|7898120000000
HIDROXIDO DE FERRO III POLIMALTOSADO 20MG/ML 5ML IV  UNIAO QUIMICA|8902340000000
SUCCINATO DE SOLIFENACINA 5 MG VESICARE ASTELLAS|7899340000000
CLORETO DE SODIO 9 G/L SOL INJ IV FR PLAS TRANS SIST FECH X 500ML BOTTLEPLEX EQUIPLEX|7898010000000
CLORETO DE SODIO 9 G/L SOL INJ IV FR PLAS TRANS SIST FECH X 500ML HALEXISTAR|7896730000000
REPOFLOR 6CAPS P.M.C. 34.67|7896000000000
BROMETO DE IPRATROPIO 0,25MG/ML SOL P/INAL|7898470000000
SALBUTAMOL 2MG|7896710000000
GERME RIO|1000060000000
ACEBROFILINA XPE PED 120ML EMS P.M.C. 21.04|7896000000000
TORAGESIC 10MG C 20 CPRS P.M.C. 69.33|7894920000000
MALEATO DEXCLORFENIRAMINA 2MG C 20CPR P.M.C. 10.30|7896000000000
LACRIFILM 5 MG OFT 15 ML|7896010000000
ZYMAR 0,3% OFT 5 ML|7897320000000
FLORATIL 100 MG CAPS C/12|7891720000000
CLENIL COMPOSIT A FLAC C/10|7896670000000
CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADA 5MG/ML SOL INJ AMP PLAS TRANS X 2ML|7898420000000
BROMETO DE IPRATROPIO 0,25 MG/ML SOL INAL FR PLAS OPC GOT X 20ML|7898470000000
SIMETICONA 75MG/ML EMU OR FR PLAS OPC GOT X 15ML|7898940000000
AGUA PARA INJECAO SOL INJ AMP PLAS TRANS X 10ML|7898420000000
CEFALOTINA SODICA 1000MG PO INJ FA VD INC + AMP DIL VD X 5ML|7897410000000
TIMOLOL 5ML|7896110000000
ALCOOL 70% ANTISSEPTICO 100ML FARMAX (1)|7896900000000
CEFUROXIMA SODICA 750MG - MYLAN|7895860000000
HEPARINA SODICA 5000 UI / ML - 5 ML - CRISTALIA|7896680000000
ENOXAPARINA SODICA 80MG/0,8ML SG|7897410000000
GLIBENCLAMIDA 5MG - GEOLAB|7899100000000
ESCOVA DERMO SUAVE COM PVPI - CRISTALIA|7896680000000
LEVOFLOXACINO 500MG/100ML - HALEXISTAR|7896730000000
SINVASTATINA 20MG - PHARLAB|7898220000000
ENOXALOW 20MG/0,2ML IV. SG|7896010000000
CEFEPIMA 1G PO PARA INJECAO, CLORIDRATOCLORIDRATO DE CEFEPIME 1G PO PARA INJECAO|7896110000000
VENLAFAXINA (CLORIDRATO) 75MG CA|7891050000000
QUETIAPINA (FUMARATO) 25MG CP|7896660000000
DIVALPROATO DE SODIO 500MG CP|7896260000000
VALPROATO DE SODIO 500MG CP|7891160000000
LEVETIRACETAM 100MG/ML 150ML FR|5413790000000
DIVALPROATO DE SODIO 125MG CA|7896260000000
LEVOFLOXACINO 500MG/100ML BO|7896730000000
HEPARINA SODICA SUBCUTANEA 5.000UI/ML 0,25ML AP (ITEM: )|7896680000000
LEVODOPA + BENSERAZIDA (CLORIDRATO) 200/50MG|7896660000000
ISOSSORBIDA, MONONITRATO 20MG|7896180000000
BIMATOPROSTA 0,03% + TIMOLOL,MALEATO0,5% - 5ML|7897320000000
BETAMETASONA, D + FOSFATO DISSODICO - AMP - 5MG + 2MG/ML|7898220000000
BECLOMETASONA, DIPROPIONATO - 400MCG|7896670000000
ARIPIPRAZOL 10MG|7896660000000
DEXPANTENOL 50MG GEL 10G|7896050000000
DIACEREINA 50MG|7896280000000
HEPARINA 5.000UI/ML|7896680000000
FENOTEROL, BROMIDRATO 5MG/ML 20ML|7898150000000
FOSFATO DE SODIO DIBASICO + MONOBASICO 130ML - NATULAB|7898130000000
PREDNISOLONA (FOSFATO SODICO) 3MG/ML 100ML - PRATIDONAD|7898150000000
ENOXAPARINA SODICA 80MG/0,8ML - BLAU|7896010000000
PROTAMINA SULFATO 1000 UI - INJETAVEL - VALEANT|7898170000000
TETRACAINA (CLORIDRATO) + FENILEFRINA (CLORIDRATO) 10ML - ALLERGAN|7897320000000
VALPROATO DE SODIO 50MG/ML 100ML - PRATIDONAD|7899550000000
ETIMIDATO 2MG/ML - CRISTALIA|7896680000000
GLICOSE 5% - 500ML - FRESENIUS|7897950000000
ISOSSORBIDA (DINITRATO) 10MG CP (ITEM: )|7894920000000
ORLISTATE - 120MG|7896000000000
TOPIRAMATO 50MG|7896000000000
PAROXITINA 20MG|7898220000000
CALCIO (CARBONATO) 600MG + VITAMINA D 200UI|7898130000000
VALSARTANA 320MG|7895300000000
ANESTESICO 10ML FR GTS|7897320000000
HEMOFOL SUBCUTANEA 5.000UI/ML 0,25ML AP|7896680000000
AGUA BIDESTILADA P/ INJ 100ML FR|7897950000000
CLOPIDOGREL (BISSULFATO) 75MG|7895300000000
ESTAZOLAM 2MG CP|7891160000000
MINILAX SOL RETAL 7 BG S EUR|7891320000000
DIOSMIN SDU 900/100MG C/30 SACH|7896660000000
DEFLAZACORTE|7896000000000
ATORVASTATINA 40 MG C 30 COMP|7896520000000
VALSARTANA EMS 160MG C/30 CP|7896000000000
SLOW-K 600MG C/20 DRG|7896260000000
LOSARTANA POTAS GMD 100MG C/30CP|7896000000000
GLAUB 2MG COL 5ML-ETICO|7896010000000
GANFORT COL 3ML-ETICO|7897320000000
DESLORATADINA|7896000000000
LACRIBELL COL 15ML-OUTROS|7896180000000
DIOSMIN 500MG C/30 COMP|7896660000000
VASCER 400MG 20CPR-UN QUIM|7896010000000
PENTOXIFILINA GMD 400MG C/30COMP|7896000000000
CONCARDIO 5MG C/30COMP|7894920000000
COMBODART 30CAPS|7896020000000
ALENIA 12/400MCG C/60 CAPS REFIL|7896180000000
DOMPERIDONA 10MG C/30 GERMED GEN|7896000000000
LIPNEO 100MG CPR C/30-NQ|7896710000000
ESOMEPRAZOL MAGNESIO|7896000000000
LACTULIV 667MG/ML XPE. AMEIXA 120ML (LACTULOSE)|7896000000000
DEPAKOTE ER 500MG C/30 COMP C1|7896260000000
RISPERIDONA GMD 1MG/ML C/30 ML C1|7896000000000
GABAPEN GN 600MG 27CPR (C1) GE|7896000000000
CLORIDRATO DE DULOXETINA|7896000000000
TORVAL CR 300MG C/30 COMP C1|8902220000000
CLORIDRATO DE VENLAFAXINA|7891320000000
PRISTIQ|7891050000000
SERETIDE SPRAY 25/125 MCG 120 DS R GSK|7896270000000
CONCERTA 36MG CPR 1X30 (A3)-ETICO|7896210000000
TENOXICAM 20MG CX C 10 COMP (G)|7896860000000
AZITROMICINA 500MG IV CX C 10 FRASCOS-AMPOLA|7891320000000
ESCOPOLAMINA SIMPLES 20MG ML 1ML INJ CX C 6 AMP (G)|7896110000000
*GABAPENTINA 300MG CX C 30 CAPS (G) (C1)|7898360000000
CARVEDILOL 12,5MG CX C 30 COMP (G)|7896000000000
ACIDO FOLICO 5MG CX C 500 BLISTER C 20 COMP (HIPOFOL)|7898470000000
*METADONA 5MG CX C 20 COMP (A1)|7896680000000
CLORIDRATO DE FENILEFRINA 10MG ML 1ML CX C 50 AMP|7896680000000
VALSARTANA 80MG CX C 30 COMP (G)|7896710000000
COMPLEXO B CX C 100 COMP|7898010000000
ACIDO TRANEXAMICO 250MG CX C 12 COMP (G)|7896000000000
